DATA,HORA,NUMERO,NOME,MATERIAL,DESCRICAO,TAMANHO,QUANTIDADE,VLR_UNIT,DIA,MES,ANO
01.03.2016,08:08,1.651,ITAIM,357228.0,JALECO,P,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:09,1.652,ITAIM,11145.0,BERMUDA DE MOLETOM,08,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:09,1.652,ITAIM,1126.0,CAMISETA MANGA CURTA,10,2.0,35.5,1.0,3.0,2016.0
01.03.2016,08:12,1.653,ITAIM,347329.0,BERMUDA SARJA MASC,M,1.0,96.5,1.0,3.0,2016.0
01.03.2016,08:12,1.653,ITAIM,367230.0,CAMISETA COLEGIAL MASCULINA,G,2.0,37.5,1.0,3.0,2016.0
01.03.2016,08:18,1.6540000000000001,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,1.0,37.5,1.0,3.0,2016.0
01.03.2016,08:19,1.655,ITAIM,1126.0,CAMISETA MANGA CURTA,10,1.0,35.5,1.0,3.0,2016.0
01.03.2016,08:19,1.655,ITAIM,173413.0,CALÇA DE MOL. FLANELADA UNISSEX,10,1.0,89.0,1.0,3.0,2016.0
01.03.2016,08:19,1.655,ITAIM,186422.0,CALÇA DE MOL. FLANELADA UNISSEX,PP,1.0,99.0,1.0,3.0,2016.0
01.03.2016,08:19,1.655,ITAIM,247427.0,CORSARIO SUPLEX,PP,2.0,64.0,1.0,3.0,2016.0
01.03.2016,08:19,1.655,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,2.0,37.5,1.0,3.0,2016.0
01.03.2016,08:24,1.6569999999999998,ITAIM,3124.0,REGATA,06,1.0,26.5,1.0,3.0,2016.0
01.03.2016,08:25,1.6580000000000001,ITAIM,11145.0,BERMUDA DE MOLETOM,08,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:25,1.6580000000000001,ITAIM,254418.0,SHORT SAIA,08,1.0,55.0,1.0,3.0,2016.0
01.03.2016,08:27,1.659,ITAIM,73414.0,BLUSA DE MOLETOM LISO,12,1.0,97.5,1.0,3.0,2016.0
01.03.2016,08:28,1.66,ITAIM,357227.0,JALECO,PP,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:29,1.661,ITAIM,8251.0,CALÇA MOLETOM UNIS.,06,1.0,79.0,1.0,3.0,2016.0
01.03.2016,08:30,1.662,ITAIM,357229.0,JALECO,M,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:33,1.663,ITAIM,247427.0,CORSARIO SUPLEX,PP,1.0,64.0,1.0,3.0,2016.0
01.03.2016,08:36,1.6640000000000001,ITAIM,106422.0,CALÇA MOLETOM UNIS.,PP,1.0,84.0,1.0,3.0,2016.0
01.03.2016,08:36,1.6640000000000001,ITAIM,157428.0,BLUSA MOLETOM FLANELADA,P,1.0,115.0,1.0,3.0,2016.0
01.03.2016,08:38,1.666,ITAIM,11146.0,BERMUDA DE MOLETOM,10,2.0,54.0,1.0,3.0,2016.0
01.03.2016,08:38,1.666,ITAIM,1125.0,CAMISETA MANGA CURTA,08,5.0,35.5,1.0,3.0,2016.0
01.03.2016,08:38,1.665,ITAIM,254417.0,SHORT SAIA,06,1.0,55.0,1.0,3.0,2016.0
01.03.2016,08:38,1.666,ITAIM,4125.0,CAMISETA MANGA LONGA,08,3.0,37.5,1.0,3.0,2016.0
01.03.2016,08:38,1.666,ITAIM,73412.0,BLUSA DE MOLETOM LISO,08,2.0,97.5,1.0,3.0,2016.0
01.03.2016,08:44,1.6669999999999998,ITAIM,16251.0,CALÇA DE MOL. FLANELADA UNISSEX,06,3.0,89.0,1.0,3.0,2016.0
01.03.2016,08:44,1.6669999999999998,ITAIM,93413.0,CALÇA MOLETOM UNIS.,10,2.0,79.0,1.0,3.0,2016.0
01.03.2016,08:46,1.6680000000000001,ITAIM,67428.0,BLUSA DE MOLETOM LISO,P,1.0,113.0,1.0,3.0,2016.0
01.03.2016,08:47,1.669,ITAIM,16250.0,CALÇA DE MOL. FLANELADA UNISSEX,04,1.0,89.0,1.0,3.0,2016.0
01.03.2016,08:47,1.669,ITAIM,4123.0,CAMISETA MANGA LONGA,04,3.0,37.5,1.0,3.0,2016.0
01.03.2016,08:49,1.67,ITAIM,11144.0,BERMUDA DE MOLETOM,06,2.0,54.0,1.0,3.0,2016.0
01.03.2016,08:49,1.67,ITAIM,27228.0,CAMISETA MANGA CURTA,P,4.0,37.5,1.0,3.0,2016.0
01.03.2016,08:49,1.67,ITAIM,27229.0,CAMISETA MANGA CURTA,M,5.0,37.5,1.0,3.0,2016.0
01.03.2016,08:50,1.671,ITAIM,11143.0,BERMUDA DE MOLETOM,04,1.0,54.0,1.0,3.0,2016.0
01.03.2016,08:50,1.671,ITAIM,254417.0,SHORT SAIA,06,1.0,55.0,1.0,3.0,2016.0
01.03.2016,08:50,1.671,ITAIM,27230.0,CAMISETA MANGA CURTA,G,2.0,37.5,1.0,3.0,2016.0
01.03.2016,08:53,1.672,ITAIM,357229.0,JALECO,M,1.0,54.0,1.0,3.0,2016.0
01.03.2016,09:01,1.673,ITAIM,106423.0,CALÇA MOLETOM UNIS.,P,1.0,84.0,1.0,3.0,2016.0
01.03.2016,09:01,1.673,ITAIM,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,1.0,3.0,2016.0
01.03.2016,09:01,1.673,ITAIM,186423.0,CALÇA DE MOL. FLANELADA UNISSEX,P,1.0,99.0,1.0,3.0,2016.0
01.03.2016,09:01,1.673,ITAIM,217428.0,BERMUDA CICLISTA SUPLEX,P,2.0,57.5,1.0,3.0,2016.0
01.03.2016,09:01,1.673,ITAIM,247427.0,CORSARIO SUPLEX,PP,2.0,64.0,1.0,3.0,2016.0
01.03.2016,09:09,1.6740000000000002,ITAIM,93413.0,CALÇA MOLETOM UNIS.,10,2.0,79.0,1.0,3.0,2016.0
01.03.2016,09:10,1.675,ITAIM,11146.0,BERMUDA DE MOLETOM,10,2.0,54.0,1.0,3.0,2016.0
01.03.2016,09:10,1.675,ITAIM,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,1.0,3.0,2016.0
01.03.2016,09:12,1.676,ITAIM,1123.0,CAMISETA MANGA CURTA,04,2.0,35.5,1.0,3.0,2016.0
01.03.2016,09:12,1.676,ITAIM,13250.0,BLUSA MOLETOM FLANELADA,04,1.0,76.5,1.0,3.0,2016.0
01.03.2016,09:12,1.676,ITAIM,198435.0,BERMUDA CICLISTA COTTON,04,1.0,51.0,1.0,3.0,2016.0
01.03.2016,09:12,1.676,ITAIM,228435.0,CORSARIO COTTON,04,1.0,59.0,1.0,3.0,2016.0
01.03.2016,09:12,1.676,ITAIM,254416.0,SHORT SAIA,04,1.0,55.0,1.0,3.0,2016.0
01.03.2016,09:17,1.6769999999999998,ITAIM,1125.0,CAMISETA MANGA CURTA,08,7.0,35.5,1.0,3.0,2016.0
01.03.2016,09:17,1.6769999999999998,ITAIM,143414.0,BLUSA MOLETOM FLANELADA,12,1.0,102.0,1.0,3.0,2016.0
01.03.2016,09:18,1.6780000000000002,ITAIM,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,1.0,3.0,2016.0
01.03.2016,09:18,1.6780000000000002,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,5.0,37.5,1.0,3.0,2016.0
01.03.2016,09:20,1.679,ITAIM,1127.0,CAMISETA MANGA CURTA,12,5.0,35.5,1.0,3.0,2016.0
01.03.2016,09:21,1.68,ITAIM,11145.0,BERMUDA DE MOLETOM,08,1.0,54.0,1.0,3.0,2016.0
01.03.2016,09:21,1.68,ITAIM,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,1.0,3.0,2016.0
01.03.2016,09:21,1.68,ITAIM,1126.0,CAMISETA MANGA CURTA,10,4.0,35.5,1.0,3.0,2016.0
01.03.2016,09:21,1.68,ITAIM,173412.0,CALÇA DE MOL. FLANELADA UNISSEX,08,1.0,89.0,1.0,3.0,2016.0
01.03.2016,09:24,1.681,ITAIM,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,1.0,3.0,2016.0
01.03.2016,09:25,1.682,ITAIM,217428.0,BERMUDA CICLISTA SUPLEX,P,1.0,57.5,1.0,3.0,2016.0
01.03.2016,09:25,1.682,ITAIM,247428.0,CORSARIO SUPLEX,P,2.0,64.0,1.0,3.0,2016.0
01.03.2016,09:25,1.682,ITAIM,267230.0,CAMISETA COLEGIAL FEMININA,G,4.0,35.5,1.0,3.0,2016.0
01.03.2016,09:28,1.683,ITAIM,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,1.0,3.0,2016.0
01.03.2016,09:31,1.6840000000000002,ITAIM,106422.0,CALÇA MOLETOM UNIS.,PP,2.0,84.0,1.0,3.0,2016.0
01.03.2016,09:31,1.6840000000000002,ITAIM,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,1.0,3.0,2016.0
01.03.2016,09:31,1.6840000000000002,ITAIM,127427.0,BERMUDA DE MOLETOM,PP,2.0,59.0,1.0,3.0,2016.0
01.03.2016,09:31,1.6840000000000002,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,5.0,37.5,1.0,3.0,2016.0
01.03.2016,09:34,1.685,ITAIM,106423.0,CALÇA MOLETOM UNIS.,P,1.0,84.0,1.0,3.0,2016.0
01.03.2016,09:34,1.685,ITAIM,11147.0,BERMUDA DE MOLETOM,12,2.0,54.0,1.0,3.0,2016.0
01.03.2016,09:34,1.685,ITAIM,157428.0,BLUSA MOLETOM FLANELADA,P,1.0,115.0,1.0,3.0,2016.0
01.03.2016,09:34,1.685,ITAIM,217428.0,BERMUDA CICLISTA SUPLEX,P,1.0,57.5,1.0,3.0,2016.0
01.03.2016,09:34,1.685,ITAIM,247428.0,CORSARIO SUPLEX,P,1.0,64.0,1.0,3.0,2016.0
01.03.2016,09:39,1.686,ITAIM,1125.0,CAMISETA MANGA CURTA,08,8.0,35.5,1.0,3.0,2016.0
01.03.2016,09:42,1.6869999999999998,ITAIM,1125.0,CAMISETA MANGA CURTA,08,6.0,35.5,1.0,3.0,2016.0
01.03.2016,09:42,1.6869999999999998,ITAIM,143414.0,BLUSA MOLETOM FLANELADA,12,2.0,102.0,1.0,3.0,2016.0
01.03.2016,09:42,1.6869999999999998,ITAIM,247427.0,CORSARIO SUPLEX,PP,4.0,64.0,1.0,3.0,2016.0
01.03.2016,09:45,1.6880000000000002,ITAIM,11144.0,BERMUDA DE MOLETOM,06,4.0,54.0,1.0,3.0,2016.0
01.03.2016,09:45,1.6880000000000002,ITAIM,1123.0,CAMISETA MANGA CURTA,04,5.0,35.5,1.0,3.0,2016.0
01.03.2016,09:45,1.6880000000000002,ITAIM,143412.0,BLUSA MOLETOM FLANELADA,08,2.0,102.0,1.0,3.0,2016.0
01.03.2016,09:45,1.6880000000000002,ITAIM,16251.0,CALÇA DE MOL. FLANELADA UNISSEX,06,3.0,89.0,1.0,3.0,2016.0
01.03.2016,09:45,1.6880000000000002,ITAIM,4125.0,CAMISETA MANGA LONGA,08,4.0,37.5,1.0,3.0,2016.0
01.03.2016,09:48,1.689,ITAIM,1127.0,CAMISETA MANGA CURTA,12,4.0,35.5,1.0,3.0,2016.0
01.03.2016,09:48,1.689,ITAIM,67429.0,BLUSA DE MOLETOM LISO,M,1.0,113.0,1.0,3.0,2016.0
01.03.2016,09:50,1.69,ITAIM,347330.0,BERMUDA SARJA MASC,G,2.0,96.5,1.0,3.0,2016.0
01.03.2016,09:50,1.69,ITAIM,367230.0,CAMISETA COLEGIAL MASCULINA,G,4.0,37.5,1.0,3.0,2016.0
01.03.2016,09:51,1.6909999999999998,ITAIM,357228.0,JALECO,P,1.0,54.0,1.0,3.0,2016.0
01.03.2016,09:52,1.692,ITAIM,106422.0,CALÇA MOLETOM UNIS.,PP,1.0,84.0,1.0,3.0,2016.0
01.03.2016,09:52,1.692,ITAIM,27228.0,CAMISETA MANGA CURTA,P,1.0,37.5,1.0,3.0,2016.0
01.03.2016,10:01,1.694,ITAIM,1126.0,CAMISETA MANGA CURTA,10,6.0,35.5,1.0,3.0,2016.0
01.03.2016,10:01,1.694,ITAIM,254432.0,SHORT SAIA,10,2.0,55.0,1.0,3.0,2016.0
01.03.2016,10:02,1.695,ITAIM,11144.0,BERMUDA DE MOLETOM,06,3.0,54.0,1.0,3.0,2016.0
01.03.2016,10:02,1.695,ITAIM,27228.0,CAMISETA MANGA CURTA,P,4.0,37.5,1.0,3.0,2016.0
01.03.2016,10:03,1.696,ITAIM,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:03,1.696,ITAIM,1126.0,CAMISETA MANGA CURTA,10,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:03,1.696,ITAIM,254432.0,SHORT SAIA,10,1.0,55.0,1.0,3.0,2016.0
01.03.2016,10:05,1.6969999999999998,ITAIM,106422.0,CALÇA MOLETOM UNIS.,PP,1.0,84.0,1.0,3.0,2016.0
01.03.2016,10:05,1.6969999999999998,ITAIM,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:05,1.6969999999999998,ITAIM,157427.0,BLUSA MOLETOM FLANELADA,PP,1.0,115.0,1.0,3.0,2016.0
01.03.2016,10:07,1.6980000000000002,ITAIM,1125.0,CAMISETA MANGA CURTA,08,3.0,35.5,1.0,3.0,2016.0
01.03.2016,10:07,1.6980000000000002,ITAIM,1127.0,CAMISETA MANGA CURTA,12,5.0,35.5,1.0,3.0,2016.0
01.03.2016,10:07,1.6980000000000002,ITAIM,217427.0,BERMUDA CICLISTA SUPLEX,PP,3.0,57.5,1.0,3.0,2016.0
01.03.2016,10:07,1.6980000000000002,ITAIM,235420.0,CORSARIO SUPLEX,12,2.0,59.0,1.0,3.0,2016.0
01.03.2016,10:07,1.6980000000000002,ITAIM,254432.0,SHORT SAIA,10,1.0,55.0,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,1122.0,CAMISETA MANGA CURTA,02,8.0,35.5,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,13249.0,BLUSA MOLETOM FLANELADA,02,1.0,76.5,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,16249.0,CALÇA DE MOL. FLANELADA UNISSEX,02,1.0,89.0,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,198434.0,BERMUDA CICLISTA COTTON,02,1.0,51.0,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,254415.0,SHORT SAIA,02,3.0,55.0,1.0,3.0,2016.0
01.03.2016,10:10,1.699,ITAIM,3122.0,REGATA,02,2.0,26.5,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,1125.0,CAMISETA MANGA CURTA,08,6.0,35.5,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,143412.0,BLUSA MOLETOM FLANELADA,08,1.0,102.0,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,16251.0,CALÇA DE MOL. FLANELADA UNISSEX,06,2.0,89.0,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,254417.0,SHORT SAIA,06,2.0,55.0,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,5251.0,BLUSA DE MOLETOM LISO,06,1.0,75.0,1.0,3.0,2016.0
01.03.2016,10:13,1.7,ITAIM,8251.0,CALÇA MOLETOM UNIS.,06,2.0,79.0,1.0,3.0,2016.0
01.03.2016,10:17,1.7009999999999998,ITAIM,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,1.0,3.0,2016.0
01.03.2016,10:17,1.7009999999999998,ITAIM,93414.0,CALÇA MOLETOM UNIS.,12,1.0,79.0,1.0,3.0,2016.0
01.03.2016,10:19,1.702,ITAIM,1126.0,CAMISETA MANGA CURTA,10,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:19,1.702,ITAIM,235420.0,CORSARIO SUPLEX,12,1.0,59.0,1.0,3.0,2016.0
01.03.2016,10:19,1.702,ITAIM,254432.0,SHORT SAIA,10,2.0,55.0,1.0,3.0,2016.0
01.03.2016,10:19,1.702,ITAIM,73413.0,BLUSA DE MOLETOM LISO,10,2.0,97.5,1.0,3.0,2016.0
01.03.2016,10:22,1.703,ITAIM,1124.0,CAMISETA MANGA CURTA,06,1.0,35.5,1.0,3.0,2016.0
01.03.2016,10:22,1.703,ITAIM,254418.0,SHORT SAIA,08,1.0,55.0,1.0,3.0,2016.0
01.03.2016,10:22,1.703,ITAIM,4125.0,CAMISETA MANGA LONGA,08,1.0,37.5,1.0,3.0,2016.0
01.03.2016,10:26,1.705,ITAIM,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,1.0,3.0,2016.0
01.03.2016,10:26,1.704,ITAIM,357227.0,JALECO,PP,1.0,54.0,1.0,3.0,2016.0
01.03.2016,10:27,1.706,ITAIM,347330.0,BERMUDA SARJA MASC,G,2.0,96.5,1.0,3.0,2016.0
01.03.2016,10:27,1.706,ITAIM,367231.0,CAMISETA COLEGIAL MASCULINA,GG,2.0,37.5,1.0,3.0,2016.0
01.03.2016,10:28,1.7069999999999999,ITAIM,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:29,1.7080000000000002,ITAIM,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:29,1.7080000000000002,ITAIM,173414.0,CALÇA DE MOL. FLANELADA UNISSEX,12,1.0,89.0,1.0,3.0,2016.0
01.03.2016,10:29,1.7080000000000002,ITAIM,235420.0,CORSARIO SUPLEX,12,1.0,59.0,1.0,3.0,2016.0
01.03.2016,10:29,1.7080000000000002,ITAIM,254417.0,SHORT SAIA,06,1.0,55.0,1.0,3.0,2016.0
01.03.2016,10:32,1.709,ITAIM,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,1.0,3.0,2016.0
01.03.2016,10:32,1.709,ITAIM,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:32,1.709,ITAIM,205420.0,BERMUDA CICLISTA SUPLEX,12,2.0,51.0,1.0,3.0,2016.0
01.03.2016,10:32,1.709,ITAIM,235420.0,CORSARIO SUPLEX,12,2.0,59.0,1.0,3.0,2016.0
01.03.2016,10:32,1.709,ITAIM,254432.0,SHORT SAIA,10,2.0,55.0,1.0,3.0,2016.0
01.03.2016,10:36,1.71,ITAIM,11145.0,BERMUDA DE MOLETOM,08,1.0,54.0,1.0,3.0,2016.0
01.03.2016,10:36,1.71,ITAIM,254417.0,SHORT SAIA,06,1.0,55.0,1.0,3.0,2016.0
01.03.2016,10:36,1.71,ITAIM,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,1.0,3.0,2016.0
01.03.2016,10:40,1.7109999999999999,ITAIM,1123.0,CAMISETA MANGA CURTA,04,5.0,35.5,1.0,3.0,2016.0
01.03.2016,10:42,1.712,ITAIM,106423.0,CALÇA MOLETOM UNIS.,P,1.0,84.0,1.0,3.0,2016.0
01.03.2016,10:42,1.712,ITAIM,186424.0,CALÇA DE MOL. FLANELADA UNISSEX,M,1.0,99.0,1.0,3.0,2016.0
01.03.2016,10:42,1.712,ITAIM,27229.0,CAMISETA MANGA CURTA,M,3.0,37.5,1.0,3.0,2016.0
01.03.2016,10:45,1.713,ITAIM,157428.0,BLUSA MOLETOM FLANELADA,P,1.0,115.0,1.0,3.0,2016.0
01.03.2016,10:46,1.714,ITAIM,1126.0,CAMISETA MANGA CURTA,10,4.0,35.5,1.0,3.0,2016.0
01.03.2016,10:46,1.714,ITAIM,235420.0,CORSARIO SUPLEX,12,4.0,59.0,1.0,3.0,2016.0
01.03.2016,10:46,1.714,ITAIM,254416.0,SHORT SAIA,04,3.0,55.0,1.0,3.0,2016.0
01.03.2016,10:46,1.714,ITAIM,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,1.0,3.0,2016.0
01.03.2016,10:49,1.715,ITAIM,11143.0,BERMUDA DE MOLETOM,04,1.0,54.0,1.0,3.0,2016.0
01.03.2016,10:49,1.715,ITAIM,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,1.0,3.0,2016.0
01.03.2016,10:50,1.716,ITAIM,106425.0,CALÇA MOLETOM UNIS.,G,1.0,84.0,1.0,3.0,2016.0
01.03.2016,10:50,1.716,ITAIM,127430.0,BERMUDA DE MOLETOM,G,2.0,59.0,1.0,3.0,2016.0
01.03.2016,10:52,1.7169999999999999,ITAIM,106425.0,CALÇA MOLETOM UNIS.,G,1.0,84.0,1.0,3.0,2016.0
01.03.2016,10:52,1.7169999999999999,ITAIM,127430.0,BERMUDA DE MOLETOM,G,2.0,59.0,1.0,3.0,2016.0
01.03.2016,10:58,1.7180000000000002,ACLIMAÇÃO,1125.0,CAMISETA MANGA CURTA,08,4.0,35.5,1.0,3.0,2016.0
01.03.2016,10:58,1.7180000000000002,ACLIMAÇÃO,143412.0,BLUSA MOLETOM FLANELADA,08,2.0,102.0,1.0,3.0,2016.0
01.03.2016,10:58,1.7180000000000002,ACLIMAÇÃO,143414.0,BLUSA MOLETOM FLANELADA,12,1.0,102.0,1.0,3.0,2016.0
01.03.2016,10:58,1.7180000000000002,ACLIMAÇÃO,173412.0,CALÇA DE MOL. FLANELADA UNISSEX,08,2.0,89.0,1.0,3.0,2016.0
01.03.2016,10:58,1.7180000000000002,ACLIMAÇÃO,93412.0,CALÇA MOLETOM UNIS.,08,2.0,79.0,1.0,3.0,2016.0
01.03.2016,11:00,1.719,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,2.0,37.5,1.0,3.0,2016.0
01.03.2016,11:01,1.72,ITAIM,106425.0,CALÇA MOLETOM UNIS.,G,1.0,84.0,1.0,3.0,2016.0
01.03.2016,11:01,1.72,ITAIM,127430.0,BERMUDA DE MOLETOM,G,2.0,59.0,1.0,3.0,2016.0
01.03.2016,11:02,1.7209999999999999,ITAIM,27230.0,CAMISETA MANGA CURTA,G,4.0,37.5,1.0,3.0,2016.0
01.03.2016,11:02,1.7209999999999999,ITAIM,327330.0,CORSÁRIO COLEGIAL,G,4.0,62.0,1.0,3.0,2016.0
01.03.2016,11:05,1.723,ITAIM,127428.0,BERMUDA DE MOLETOM,P,1.0,59.0,1.0,3.0,2016.0
01.03.2016,11:05,1.723,ITAIM,27228.0,CAMISETA MANGA CURTA,P,1.0,37.5,1.0,3.0,2016.0
01.03.2016,11:06,1.724,ITAIM,93412.0,CALÇA MOLETOM UNIS.,08,2.0,79.0,1.0,3.0,2016.0
01.03.2016,11:07,1.725,ITAIM,106422.0,CALÇA MOLETOM UNIS.,PP,1.0,84.0,1.0,3.0,2016.0
01.03.2016,11:07,1.725,ITAIM,127427.0,BERMUDA DE MOLETOM,PP,1.0,59.0,1.0,3.0,2016.0
01.03.2016,11:07,1.725,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,2.0,37.5,1.0,3.0,2016.0
01.03.2016,11:09,1.726,ITAIM,93414.0,CALÇA MOLETOM UNIS.,12,1.0,79.0,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,106421.0,CALÇA MOLETOM UNIS.,14,2.0,84.0,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,11147.0,BERMUDA DE MOLETOM,12,1.0,54.0,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,143412.0,BLUSA MOLETOM FLANELADA,08,2.0,102.0,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,27228.0,CAMISETA MANGA CURTA,P,4.0,37.5,1.0,3.0,2016.0
01.03.2016,11:10,1.7269999999999999,ITAIM,93412.0,CALÇA MOLETOM UNIS.,08,2.0,79.0,1.0,3.0,2016.0
01.03.2016,11:13,1.7280000000000002,ITAIM,1125.0,CAMISETA MANGA CURTA,08,4.0,35.5,1.0,3.0,2016.0
01.03.2016,11:13,1.729,ITAIM,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,1.0,3.0,2016.0
01.03.2016,11:13,1.729,ITAIM,3126.0,REGATA,10,1.0,26.5,1.0,3.0,2016.0
01.03.2016,11:14,1.73,ITAIM,1125.0,CAMISETA MANGA CURTA,08,1.0,35.5,1.0,3.0,2016.0
01.03.2016,11:14,1.7309999999999999,ITAIM,1127.0,CAMISETA MANGA CURTA,12,5.0,35.5,1.0,3.0,2016.0
01.03.2016,11:14,1.7309999999999999,ITAIM,4127.0,CAMISETA MANGA LONGA,12,2.0,37.5,1.0,3.0,2016.0
01.03.2016,11:14,1.7309999999999999,ITAIM,73414.0,BLUSA DE MOLETOM LISO,12,1.0,97.5,1.0,3.0,2016.0
01.03.2016,11:14,1.7309999999999999,ITAIM,93414.0,CALÇA MOLETOM UNIS.,12,5.0,79.0,1.0,3.0,2016.0
01.03.2016,11:16,1.733,ITAIM,1124.0,CAMISETA MANGA CURTA,06,2.0,35.5,1.0,3.0,2016.0
01.03.2016,11:16,1.733,ITAIM,254417.0,SHORT SAIA,06,1.0,55.0,1.0,3.0,2016.0
01.03.2016,11:16,1.732,ITAIM,347329.0,BERMUDA SARJA MASC,M,1.0,96.5,1.0,3.0,2016.0
01.03.2016,11:17,1.734,ITAIM,11143.0,BERMUDA DE MOLETOM,04,2.0,54.0,1.0,3.0,2016.0
01.03.2016,11:17,1.734,ITAIM,1123.0,CAMISETA MANGA CURTA,04,3.0,35.5,1.0,3.0,2016.0
01.03.2016,11:17,1.734,ITAIM,73412.0,BLUSA DE MOLETOM LISO,08,1.0,97.5,1.0,3.0,2016.0
01.03.2016,11:17,1.734,ITAIM,8250.0,CALÇA MOLETOM UNIS.,04,2.0,79.0,1.0,3.0,2016.0
01.03.2016,11:19,1.735,ITAIM,4123.0,CAMISETA MANGA LONGA,04,1.0,37.5,1.0,3.0,2016.0
01.03.2016,11:19,1.735,ITAIM,8249.0,CALÇA MOLETOM UNIS.,02,2.0,79.0,1.0,3.0,2016.0
01.03.2016,11:20,1.736,ITAIM,11142.0,BERMUDA DE MOLETOM,02,1.0,54.0,1.0,3.0,2016.0
01.03.2016,11:20,1.736,ITAIM,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,1.0,3.0,2016.0
01.03.2016,11:20,1.736,ITAIM,13250.0,BLUSA MOLETOM FLANELADA,04,1.0,76.5,1.0,3.0,2016.0
01.03.2016,11:20,1.736,ITAIM,4123.0,CAMISETA MANGA LONGA,04,1.0,37.5,1.0,3.0,2016.0
01.03.2016,11:21,1.7369999999999999,ITAIM,267229.0,CAMISETA COLEGIAL FEMININA,M,3.0,35.5,1.0,3.0,2016.0
01.03.2016,11:21,1.7369999999999999,ITAIM,287328.0,BLUSÃO COLEGIAL LISO ,P,1.0,111.0,1.0,3.0,2016.0
01.03.2016,11:21,1.7369999999999999,ITAIM,316324.0,CALÇA DE MOLETOM COLEGIAL FEMININA,M,1.0,84.0,1.0,3.0,2016.0
01.03.2016,11:21,1.7369999999999999,ITAIM,327328.0,CORSÁRIO COLEGIAL,P,2.0,62.0,1.0,3.0,2016.0
01.03.2016,11:24,1.7380000000000002,ITAIM,217428.0,BERMUDA CICLISTA SUPLEX,P,1.0,57.5,1.0,3.0,2016.0
01.03.2016,11:24,1.7380000000000002,ITAIM,247429.0,CORSARIO SUPLEX,M,3.0,64.0,1.0,3.0,2016.0
01.03.2016,11:24,1.7380000000000002,ITAIM,27228.0,CAMISETA MANGA CURTA,P,3.0,37.5,1.0,3.0,2016.0
01.03.2016,11:24,1.7380000000000002,ITAIM,67428.0,BLUSA DE MOLETOM LISO,P,1.0,113.0,1.0,3.0,2016.0
