DATA;HORA;NUMERO;NOME;MATERIAL;DESCRICAO;TAMANHO;QUANTIDADE;VLR_UNIT
12.01.2016;14:54;11;VERBO DIVINO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;7,000;35,50
12.01.2016;15:08;15;VERBO DIVINO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;1,000;51,00
12.01.2016;15:08;15;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;5,000;37,50
12.01.2016;15:27;16;VERBO DIVINO;157429;BLUSÃO MOL CANG COM FLAN U REF: BL 2  FLAN;M;1,000;115,00
12.01.2016;15:27;16;VERBO DIVINO;27228;CAMISETA 1/2 MALHA MC U REF: MC2;P;5,000;37,50
12.01.2016;15:27;16;VERBO DIVINO;337331;CALÇA SARJA M REF: CL SARJA;GG;1,000;116,00
12.01.2016;15:41;17;ACLIMAÇÃO;247428;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;P;2,000;64,00
12.01.2016;15:41;17;ACLIMAÇÃO;27228;CAMISETA 1/2 MALHA MC U REF: MC2;P;6,000;37,50
12.01.2016;15:41;17;ACLIMAÇÃO;316323;CALÇA MOL SEM FLAN F REF: CLMLF COL;P;1,000;84,00
12.01.2016;15:41;17;ACLIMAÇÃO;67428;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;P;1,000;113,00
12.01.2016;15:46;18;VERBO DIVINO;287330;BLUSÃO COL SEM FLAN U ZIPER REF: BLCL;G;1,000;111,00
12.01.2016;15:46;18;VERBO DIVINO;337329;CALÇA SARJA M REF: CL SARJA;M;2,000;116,00
12.01.2016;15:46;18;VERBO DIVINO;357229;JALECO U REF: JAL;M;1,000;54,00
12.01.2016;15:46;18;VERBO DIVINO;367230;CAMISETA COLEGIAL M REF: MC MASC;G;3,000;37,50
12.01.2016;15:56;19;ACLIMAÇÃO;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;2,000;54,00
12.01.2016;15:56;19;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;3,000;35,50
12.01.2016;15:56;19;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;2,000;26,50
12.01.2016;16:07;23;ACLIMAÇÃO;106424;CALÇA MOL SEM FLAN M REF: CMLM2;M;1,000;84,00
12.01.2016;16:07;23;ACLIMAÇÃO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;5,000;35,50
12.01.2016;16:07;23;ACLIMAÇÃO;127428;BERMUDA MOL SEM FLAN U REF: BER MOL 2;P;2,000;59,00
12.01.2016;16:07;23;ACLIMAÇÃO;198434;BERMUDA CICL COTTON U REF: BER COTTON;02;2,000;51,00
12.01.2016;16:07;23;ACLIMAÇÃO;228434;CALÇA FUSEAU CORSÁRIO U REF: CL COR;02;1,000;59,00
12.01.2016;16:07;23;ACLIMAÇÃO;247428;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;P;2,000;64,00
12.01.2016;16:07;23;ACLIMAÇÃO;254414;SHORTS SAIA F REF: SH SAIA;00;2,000;55,00
12.01.2016;16:07;23;ACLIMAÇÃO;27229;CAMISETA 1/2 MALHA MC U REF: MC2;M;5,000;37,50
12.01.2016;16:07;23;ACLIMAÇÃO;3121;REGATA 1/2 MALHA U REF: REG;00;1,000;26,50
12.01.2016;16:07;23;ACLIMAÇÃO;357229;JALECO U REF: JAL;M;1,000;54,00
12.01.2016;16:07;23;ACLIMAÇÃO;4121;CAMISETA 1/2 MALHA  ML U REF: ML;00;2,000;37,50
12.01.2016;16:07;23;ACLIMAÇÃO;4127;CAMISETA 1/2 MALHA  ML U REF: ML;12;2,000;37,50
12.01.2016;16:07;23;ACLIMAÇÃO;5249;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;02;2,000;75,00
12.01.2016;16:07;23;ACLIMAÇÃO;67429;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;M;2,000;113,00
12.01.2016;16:07;23;ACLIMAÇÃO;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;1,000;79,00
13.01.2016;08:52;30;ITAIM;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;2,000;54,00
13.01.2016;08:52;30;ITAIM;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;4,000;35,50
13.01.2016;08:52;30;ITAIM;127427;BERMUDA MOL SEM FLAN U REF: BER MOL 2;PP;2,000;59,00
13.01.2016;08:52;30;ITAIM;13250;BLUSÃO MOL FECH COM FLAN U REF: BL FLAN;04;1,000;76,50
13.01.2016;08:52;30;ITAIM;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
13.01.2016;08:52;30;ITAIM;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;4,000;37,50
13.01.2016;08:52;30;ITAIM;416421;CALÇA MOL SEM FLAN F REF: CMLF2;14;2,000;84,00
13.01.2016;08:52;30;ITAIM;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;3,000;79,00
13.01.2016;09:26;32;ACLIMAÇÃO;106421;CALÇA MOL SEM FLAN M REF: CMLM2;14;1,000;84,00
13.01.2016;09:26;32;ACLIMAÇÃO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;1,000;54,00
13.01.2016;09:26;32;ACLIMAÇÃO;11147;BERMUDA MOL SEM FLAN U REF: BER MOL 1;12;1,000;54,00
13.01.2016;09:26;33;ITAIM;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;4,000;35,50
13.01.2016;09:26;32;ACLIMAÇÃO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
13.01.2016;09:26;32;ACLIMAÇÃO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;3,000;35,50
13.01.2016;09:26;32;ACLIMAÇÃO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
13.01.2016;09:26;33;ITAIM;198434;BERMUDA CICL COTTON U REF: BER COTTON;02;2,000;51,00
13.01.2016;09:26;33;ITAIM;228434;CALÇA FUSEAU CORSÁRIO U REF: CL COR;02;1,000;59,00
13.01.2016;09:26;33;ITAIM;228435;CALÇA FUSEAU CORSÁRIO U REF: CL COR;04;1,000;59,00
13.01.2016;09:26;32;ACLIMAÇÃO;254417;SHORTS SAIA F REF: SH SAIA;06;2,000;55,00
13.01.2016;09:26;33;ITAIM;3122;REGATA 1/2 MALHA U REF: REG;02;2,000;26,50
13.01.2016;09:26;33;ITAIM;4122;CAMISETA 1/2 MALHA  ML U REF: ML;02;1,000;37,50
13.01.2016;09:26;32;ACLIMAÇÃO;5251;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;06;1,000;75,00
13.01.2016;09:26;32;ACLIMAÇÃO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;1,000;97,50
13.01.2016;09:26;32;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
13.01.2016;09:26;33;ITAIM;8248;CALÇA MOL SEM FLAN U UNISSEX REF: CML;00;1,000;79,00
13.01.2016;09:26;32;ACLIMAÇÃO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;1,000;79,00
13.01.2016;09:27;34;VERBO DIVINO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;2,000;54,00
13.01.2016;09:27;34;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;2,000;35,50
13.01.2016;09:27;34;VERBO DIVINO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;2,000;37,50
13.01.2016;09:27;34;VERBO DIVINO;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;2,000;97,50
13.01.2016;09:27;34;VERBO DIVINO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;2,000;79,00
13.01.2016;09:40;35;VERBO DIVINO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;5,000;35,50
13.01.2016;09:40;35;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;5,000;35,50
13.01.2016;09:40;35;VERBO DIVINO;13250;BLUSÃO MOL FECH COM FLAN U REF: BL FLAN;04;1,000;76,50
13.01.2016;09:40;35;VERBO DIVINO;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
13.01.2016;09:40;35;VERBO DIVINO;16249;CALÇA MOL COM FLAN U UNISSEX REF: CMF;02;1,000;89,00
13.01.2016;09:40;35;VERBO DIVINO;173412;CALÇA MOL COM FLAN M REF: CMFM1;08;1,000;89,00
13.01.2016;09:40;35;VERBO DIVINO;198435;BERMUDA CICL COTTON U REF: BER COTTON;04;1,000;51,00
13.01.2016;09:40;35;VERBO DIVINO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;1,000;51,00
13.01.2016;09:40;35;VERBO DIVINO;228437;CALÇA FUSEAU CORSÁRIO U REF: CL COR;08;2,000;59,00
13.01.2016;09:40;35;VERBO DIVINO;254416;SHORTS SAIA F REF: SH SAIA;04;2,000;55,00
13.01.2016;09:40;35;VERBO DIVINO;254418;SHORTS SAIA F REF: SH SAIA;08;2,000;55,00
13.01.2016;09:40;35;VERBO DIVINO;4123;CAMISETA 1/2 MALHA  ML U REF: ML;04;3,000;37,50
13.01.2016;09:40;35;VERBO DIVINO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;3,000;37,50
13.01.2016;09:40;35;VERBO DIVINO;5250;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;04;1,000;75,00
13.01.2016;09:40;35;VERBO DIVINO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
13.01.2016;09:42;37;ACLIMAÇÃO;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;2,000;54,00
13.01.2016;09:42;37;ACLIMAÇÃO;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;3,000;35,50
13.01.2016;09:42;37;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;3,000;35,50
13.01.2016;09:42;37;ACLIMAÇÃO;198435;BERMUDA CICL COTTON U REF: BER COTTON;04;1,000;51,00
13.01.2016;09:42;37;ACLIMAÇÃO;254416;SHORTS SAIA F REF: SH SAIA;04;1,000;55,00
13.01.2016;09:42;37;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;1,000;26,50
13.01.2016;09:42;37;ACLIMAÇÃO;4122;CAMISETA 1/2 MALHA  ML U REF: ML;02;2,000;37,50
13.01.2016;09:42;37;ACLIMAÇÃO;4123;CAMISETA 1/2 MALHA  ML U REF: ML;04;2,000;37,50
13.01.2016;09:42;37;ACLIMAÇÃO;5249;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;02;1,000;75,00
13.01.2016;09:42;37;ACLIMAÇÃO;5250;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;04;1,000;75,00
13.01.2016;09:42;37;ACLIMAÇÃO;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;1,000;79,00
13.01.2016;09:42;37;ACLIMAÇÃO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;1,000;79,00
13.01.2016;10:17;41;VERBO DIVINO;11144;BERMUDA MOL SEM FLAN U REF: BER MOL 1;06;2,000;54,00
13.01.2016;10:17;41;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;4,000;35,50
13.01.2016;10:17;41;VERBO DIVINO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;2,000;37,50
13.01.2016;10:17;41;VERBO DIVINO;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;2,000;97,50
13.01.2016;10:17;41;VERBO DIVINO;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;2,000;79,00
13.01.2016;10:38;43;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
13.01.2016;10:38;43;ACLIMAÇÃO;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
13.01.2016;10:38;43;ACLIMAÇÃO;235420;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;12;1,000;59,00
13.01.2016;10:38;43;ACLIMAÇÃO;254432;SHORTS SAIA F REF: SH SAIA;10;1,000;55,00
13.01.2016;11:07;53;ITAIM;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;1,000;35,50
13.01.2016;11:16;56;ITAIM;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;2,000;35,50
13.01.2016;11:19;57;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;12,000;35,50
13.01.2016;11:19;57;VERBO DIVINO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;2,000;51,00
13.01.2016;11:19;57;VERBO DIVINO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;2,000;51,00
13.01.2016;11:19;57;VERBO DIVINO;235419;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;10;2,000;59,00
13.01.2016;11:19;57;VERBO DIVINO;235420;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;12;2,000;59,00
13.01.2016;11:19;57;VERBO DIVINO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;4,000;97,50
13.01.2016;11:19;57;VERBO DIVINO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;2,000;97,50
13.01.2016;11:24;59;ITAIM;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;5,000;35,50
13.01.2016;11:28;61;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;2,000;35,50
13.01.2016;11:28;61;ACLIMAÇÃO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;1,000;51,00
13.01.2016;11:28;61;ACLIMAÇÃO;235419;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;10;1,000;59,00
13.01.2016;11:28;61;ACLIMAÇÃO;254418;SHORTS SAIA F REF: SH SAIA;08;1,000;55,00
13.01.2016;11:28;61;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;1,000;26,50
13.01.2016;11:28;61;ACLIMAÇÃO;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;1,000;97,50
13.01.2016;11:28;61;ACLIMAÇÃO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;1,000;79,00
13.01.2016;11:49;65;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
13.01.2016;11:49;65;VERBO DIVINO;13251;BLUSÃO MOL FECH COM FLAN U REF: BL FLAN;06;1,000;76,50
13.01.2016;11:49;65;VERBO DIVINO;254417;SHORTS SAIA F REF: SH SAIA;06;2,000;55,00
13.01.2016;11:49;65;VERBO DIVINO;4124;CAMISETA 1/2 MALHA  ML U REF: ML;06;1,000;37,50
13.01.2016;11:49;65;VERBO DIVINO;5251;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;06;1,000;75,00
13.01.2016;11:49;65;VERBO DIVINO;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;2,000;79,00
13.01.2016;11:50;66;ACLIMAÇÃO;11144;BERMUDA MOL SEM FLAN U REF: BER MOL 1;06;2,000;54,00
13.01.2016;11:50;66;ACLIMAÇÃO;11147;BERMUDA MOL SEM FLAN U REF: BER MOL 1;12;2,000;54,00
13.01.2016;11:50;66;ACLIMAÇÃO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;3,000;35,50
13.01.2016;11:50;66;ACLIMAÇÃO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
13.01.2016;11:50;66;ACLIMAÇÃO;143413;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;10;1,000;102,00
13.01.2016;11:50;66;ACLIMAÇÃO;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
13.01.2016;11:50;66;ACLIMAÇÃO;357228;JALECO U REF: JAL;P;1,000;54,00
13.01.2016;11:50;66;ACLIMAÇÃO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;2,000;37,50
13.01.2016;11:50;66;ACLIMAÇÃO;4127;CAMISETA 1/2 MALHA  ML U REF: ML;12;2,000;37,50
13.01.2016;11:50;66;ACLIMAÇÃO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;1,000;97,50
13.01.2016;11:50;66;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
13.01.2016;11:50;66;ACLIMAÇÃO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;2,000;79,00
13.01.2016;11:50;66;ACLIMAÇÃO;93414;CALÇA MOL SEM FLAN M REF: CMLM1;12;2,000;79,00
13.01.2016;12:28;68;ACLIMAÇÃO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;1,000;54,00
13.01.2016;12:28;68;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
13.01.2016;12:28;68;ACLIMAÇÃO;254417;SHORTS SAIA F REF: SH SAIA;06;2,000;55,00
13.01.2016;12:28;68;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;2,000;26,50
13.01.2016;12:51;70;VERBO DIVINO;106423;CALÇA MOL SEM FLAN M REF: CMLM2;P;1,000;84,00
13.01.2016;12:51;70;VERBO DIVINO;127429;BERMUDA MOL SEM FLAN U REF: BER MOL 2;M;2,000;59,00
13.01.2016;12:51;70;VERBO DIVINO;157428;BLUSÃO MOL CANG COM FLAN U REF: BL 2  FLAN;P;1,000;115,00
13.01.2016;12:51;70;VERBO DIVINO;27229;CAMISETA 1/2 MALHA MC U REF: MC2;M;4,000;37,50
13.01.2016;12:55;71;VERBO DIVINO;217428;BERMUDA CICL SUPLEX U REF: BER SUP2;P;1,000;38,50
13.01.2016;12:55;71;VERBO DIVINO;267229;CAMISETA COLEGIAL F REF: MC FM;M;1,000;35,50
13.01.2016;12:55;71;VERBO DIVINO;27228;CAMISETA 1/2 MALHA MC U REF: MC2;P;1,000;37,50
13.01.2016;12:55;72;ITAIM;27228;CAMISETA 1/2 MALHA MC U REF: MC2;P;3,000;37,50
13.01.2016;12:55;71;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;1,000;96,50
13.01.2016;12:55;72;ITAIM;67427;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;PP;1,000;113,00
13.01.2016;13:21;73;ITAIM;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;2,000;64,00
13.01.2016;13:21;73;ITAIM;267228;CAMISETA COLEGIAL F REF: MC FM;P;3,000;35,50
13.01.2016;13:21;73;ITAIM;307327;BERMUDA CICL COLEGIAL U SUP REF: BER COL SUP;PP;1,000;57,50
13.01.2016;13:21;73;ITAIM;316322;CALÇA MOL SEM FLAN F REF: CLMLF COL;PP;1,000;84,00
13.01.2016;13:24;74;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;2,000;35,50
13.01.2016;13:24;74;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;2,000;35,50
13.01.2016;13:24;74;VERBO DIVINO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;1,000;51,00
13.01.2016;13:24;74;VERBO DIVINO;347327;BERMUDA SARJA M REF: BER SARJA;PP;3,000;96,50
13.01.2016;13:24;74;VERBO DIVINO;403412;CALÇA MOL SEM FLAN F REF: CMLF1;08;1,000;79,00
13.01.2016;13:43;76;ACLIMAÇÃO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;2,000;35,50
13.01.2016;13:43;75;ITAIM;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;2,000;35,50
13.01.2016;13:43;75;ITAIM;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
13.01.2016;13:43;76;ACLIMAÇÃO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;1,000;51,00
13.01.2016;13:43;76;ACLIMAÇÃO;228437;CALÇA FUSEAU CORSÁRIO U REF: CL COR;08;1,000;59,00
13.01.2016;13:43;75;ITAIM;235420;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;12;1,000;59,00
13.01.2016;13:43;76;ACLIMAÇÃO;3124;REGATA 1/2 MALHA U REF: REG;06;2,000;26,50
13.01.2016;13:43;76;ACLIMAÇÃO;4124;CAMISETA 1/2 MALHA  ML U REF: ML;06;1,000;37,50
13.01.2016;13:43;76;ACLIMAÇÃO;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;1,000;79,00
13.01.2016;13:54;79;VERBO DIVINO;287329;BLUSÃO COL SEM FLAN U ZIPER REF: BLCL;M;2,000;111,00
13.01.2016;13:54;79;VERBO DIVINO;337327;CALÇA SARJA M REF: CL SARJA;PP;1,000;116,00
13.01.2016;13:54;79;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;1,000;96,50
13.01.2016;13:54;79;VERBO DIVINO;367230;CAMISETA COLEGIAL M REF: MC MASC;G;6,000;37,50
13.01.2016;13:58;82;ACLIMAÇÃO;106423;CALÇA MOL SEM FLAN M REF: CMLM2;P;1,000;84,00
13.01.2016;13:58;82;ACLIMAÇÃO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;4,000;35,50
13.01.2016;13:58;82;ACLIMAÇÃO;127427;BERMUDA MOL SEM FLAN U REF: BER MOL 2;PP;2,000;59,00
13.01.2016;13:58;82;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
13.01.2016;14:05;83;ACLIMAÇÃO;11146;BERMUDA MOL SEM FLAN U REF: BER MOL 1;10;2,000;54,00
13.01.2016;14:05;83;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;3,000;35,50
13.01.2016;14:05;83;ACLIMAÇÃO;235420;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;12;2,000;59,00
13.01.2016;14:05;83;ACLIMAÇÃO;357227;JALECO U REF: JAL;PP;1,000;54,00
13.01.2016;14:05;83;ACLIMAÇÃO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;1,000;37,50
13.01.2016;14:05;83;ACLIMAÇÃO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;1,000;97,50
13.01.2016;14:16;84;ACLIMAÇÃO;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;2,000;54,00
13.01.2016;14:16;84;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;2,000;35,50
13.01.2016;14:16;84;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;1,000;26,50
13.01.2016;14:16;84;ACLIMAÇÃO;4123;CAMISETA 1/2 MALHA  ML U REF: ML;04;1,000;37,50
13.01.2016;14:16;84;ACLIMAÇÃO;5250;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;04;1,000;75,00
13.01.2016;14:16;84;ACLIMAÇÃO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;2,000;79,00
13.01.2016;14:24;85;VERBO DIVINO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;2,000;35,50
13.01.2016;14:24;85;VERBO DIVINO;228434;CALÇA FUSEAU CORSÁRIO U REF: CL COR;02;1,000;59,00
13.01.2016;14:24;85;VERBO DIVINO;254415;SHORTS SAIA F REF: SH SAIA;02;2,000;55,00
13.01.2016;14:24;85;VERBO DIVINO;3121;REGATA 1/2 MALHA U REF: REG;00;2,000;26,50
13.01.2016;14:24;85;VERBO DIVINO;4121;CAMISETA 1/2 MALHA  ML U REF: ML;00;1,000;37,50
13.01.2016;14:27;87;ITAIM;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
13.01.2016;14:27;87;ITAIM;205420;BERMUDA CICL SUPLEX U REF: BER SUP1;12;1,000;51,00
13.01.2016;14:27;87;ITAIM;235420;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;12;1,000;59,00
13.01.2016;14:27;87;ITAIM;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;1,000;64,00
13.01.2016;14:27;87;ITAIM;297327;BLUSÃO COL COM FLAN U ZIPER REF: BLCF;PP;1,000;113,00
13.01.2016;14:27;87;ITAIM;4127;CAMISETA 1/2 MALHA  ML U REF: ML;12;1,000;37,50
13.01.2016;14:29;88;ACLIMAÇÃO;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;2,000;54,00
13.01.2016;14:29;88;ACLIMAÇÃO;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;3,000;35,50
13.01.2016;14:29;88;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;3,000;35,50
13.01.2016;14:29;88;ACLIMAÇÃO;228435;CALÇA FUSEAU CORSÁRIO U REF: CL COR;04;1,000;59,00
13.01.2016;14:29;88;ACLIMAÇÃO;254416;SHORTS SAIA F REF: SH SAIA;04;2,000;55,00
13.01.2016;14:29;88;ACLIMAÇÃO;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;1,000;79,00
13.01.2016;14:35;89;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;3,000;35,50
13.01.2016;14:35;89;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;3,000;35,50
13.01.2016;14:35;90;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
13.01.2016;14:35;90;ACLIMAÇÃO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;1,000;51,00
13.01.2016;14:35;90;ACLIMAÇÃO;235419;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP1;10;1,000;59,00
13.01.2016;14:35;89;VERBO DIVINO;254418;SHORTS SAIA F REF: SH SAIA;08;2,000;55,00
13.01.2016;14:35;89;VERBO DIVINO;254432;SHORTS SAIA F REF: SH SAIA;10;2,000;55,00
13.01.2016;14:35;90;ACLIMAÇÃO;254432;SHORTS SAIA F REF: SH SAIA;10;1,000;55,00
13.01.2016;14:35;89;VERBO DIVINO;357228;JALECO U REF: JAL;P;2,000;54,00
13.01.2016;14:35;89;VERBO DIVINO;403413;CALÇA MOL SEM FLAN F REF: CMLF1;10;1,000;79,00
13.01.2016;14:35;90;ACLIMAÇÃO;4126;CAMISETA 1/2 MALHA  ML U REF: ML;10;1,000;37,50
13.01.2016;14:35;89;VERBO DIVINO;416422;CALÇA MOL SEM FLAN F REF: CMLF2;PP;1,000;84,00
13.01.2016;14:35;89;VERBO DIVINO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;2,000;97,50
13.01.2016;14:35;90;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
13.01.2016;14:35;90;ACLIMAÇÃO;93414;CALÇA MOL SEM FLAN M REF: CMLM1;12;1,000;79,00
13.01.2016;14:40;91;ITAIM;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;2,000;35,50
13.01.2016;14:40;91;ITAIM;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
13.01.2016;14:47;92;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;4,000;35,50
