DATA;HORA;NUMERO;NOME;MATERIAL;DESCRICAO;TAMANHO;QUANTIDADE;VLR_UNIT
28.01.2016;10:20;747;ACLIMAÇÃO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;1,000;54,00
28.01.2016;10:20;747;ACLIMAÇÃO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;1,000;35,50
28.01.2016;10:20;747;ACLIMAÇÃO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;1,000;35,50
28.01.2016;10:20;747;ACLIMAÇÃO;3124;REGATA 1/2 MALHA U REF: REG;06;1,000;26,50
28.01.2016;10:20;747;ACLIMAÇÃO;3125;REGATA 1/2 MALHA U REF: REG;08;1,000;26,50
28.01.2016;10:20;747;ACLIMAÇÃO;5251;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;06;1,000;75,00
28.01.2016;10:20;747;ACLIMAÇÃO;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;1,000;97,50
28.01.2016;10:20;747;ACLIMAÇÃO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;1,000;79,00
28.01.2016;10:20;747;ACLIMAÇÃO;93413;CALÇA MOL SEM FLAN M REF: CMLM1;10;1,000;79,00
28.01.2016;10:25;748;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;5,000;35,50
28.01.2016;11:21;751;VERBO DIVINO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;3,000;35,50
28.01.2016;11:21;751;VERBO DIVINO;198434;BERMUDA CICL COTTON U REF: BER COTTON;02;2,000;51,00
28.01.2016;11:21;751;VERBO DIVINO;228433;CALÇA FUSEAU CORSÁRIO U REF: CL COR;00;1,000;59,00
28.01.2016;11:21;751;VERBO DIVINO;254414;SHORTS SAIA F REF: SH SAIA;00;1,000;55,00
28.01.2016;11:21;751;VERBO DIVINO;4121;CAMISETA 1/2 MALHA  ML U REF: ML;00;1,000;37,50
28.01.2016;11:27;752;VERBO DIVINO;337329;CALÇA SARJA M REF: CL SARJA;M;2,000;116,00
28.01.2016;11:27;752;VERBO DIVINO;347329;BERMUDA SARJA M REF: BER SARJA;M;3,000;96,50
28.01.2016;11:39;753;VERBO DIVINO;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;1,000;35,50
28.01.2016;11:39;753;VERBO DIVINO;198435;BERMUDA CICL COTTON U REF: BER COTTON;04;1,000;51,00
28.01.2016;11:55;756;ACLIMAÇÃO;11144;BERMUDA MOL SEM FLAN U REF: BER MOL 1;06;4,000;54,00
28.01.2016;11:55;756;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;4,000;35,50
28.01.2016;11:55;756;ACLIMAÇÃO;4124;CAMISETA 1/2 MALHA  ML U REF: ML;06;2,000;37,50
28.01.2016;11:55;756;ACLIMAÇÃO;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;2,000;97,50
28.01.2016;11:55;756;ACLIMAÇÃO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;2,000;79,00
28.01.2016;12:05;757;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;5,000;35,50
28.01.2016;12:05;757;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;5,000;35,50
28.01.2016;12:05;757;ACLIMAÇÃO;198435;BERMUDA CICL COTTON U REF: BER COTTON;04;2,000;51,00
28.01.2016;12:05;757;ACLIMAÇÃO;228435;CALÇA FUSEAU CORSÁRIO U REF: CL COR;04;2,000;59,00
28.01.2016;12:05;757;ACLIMAÇÃO;3123;REGATA 1/2 MALHA U REF: REG;04;1,000;26,50
28.01.2016;12:05;757;ACLIMAÇÃO;5250;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;04;1,000;75,00
28.01.2016;12:05;757;ACLIMAÇÃO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;1,000;97,50
28.01.2016;12:05;757;ACLIMAÇÃO;93413;CALÇA MOL SEM FLAN M REF: CMLM1;10;4,000;79,00
28.01.2016;12:32;758;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
28.01.2016;12:32;758;VERBO DIVINO;217427;BERMUDA CICL SUPLEX U REF: BER SUP2;PP;2,000;57,50
28.01.2016;13:05;759;VERBO DIVINO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;4,000;35,50
28.01.2016;13:05;759;VERBO DIVINO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;3,000;35,50
28.01.2016;13:05;759;VERBO DIVINO;254414;SHORTS SAIA F REF: SH SAIA;00;2,000;55,00
28.01.2016;13:05;759;VERBO DIVINO;5248;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;00;1,000;75,00
28.01.2016;13:05;759;VERBO DIVINO;8248;CALÇA MOL SEM FLAN U UNISSEX REF: CML;00;2,000;79,00
28.01.2016;13:05;759;VERBO DIVINO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;2,000;79,00
28.01.2016;13:11;761;VERBO DIVINO;337328;CALÇA SARJA M REF: CL SARJA;P;1,000;116,00
28.01.2016;13:11;761;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;2,000;96,50
28.01.2016;13:11;761;VERBO DIVINO;367228;CAMISETA COLEGIAL M REF: MC MASC;P;2,000;37,50
28.01.2016;13:14;762;ALDEIA DA SERRA;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
28.01.2016;13:14;762;ALDEIA DA SERRA;357227;JALECO U REF: JAL;PP;1,000;54,00
28.01.2016;13:14;762;ALDEIA DA SERRA;403414;CALÇA MOL SEM FLAN F REF: CMLF1;12;1,000;79,00
28.01.2016;13:15;763;ACLIMAÇÃO;106421;CALÇA MOL SEM FLAN M REF: CMLM2;14;1,000;84,00
28.01.2016;13:16;764;VERBO DIVINO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;1,000;54,00
28.01.2016;13:16;764;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;3,000;35,50
28.01.2016;13:16;764;VERBO DIVINO;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;1,000;37,50
28.01.2016;13:16;764;VERBO DIVINO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;1,000;97,50
28.01.2016;13:16;764;VERBO DIVINO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;1,000;79,00
28.01.2016;13:26;765;ALDEIA DA SERRA;11141;BERMUDA MOL SEM FLAN U REF: BER MOL 1;00;3,000;54,00
28.01.2016;13:26;765;ALDEIA DA SERRA;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;3,000;35,50
28.01.2016;13:26;765;ALDEIA DA SERRA;5248;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;00;1,000;75,00
28.01.2016;13:26;765;ALDEIA DA SERRA;8248;CALÇA MOL SEM FLAN U UNISSEX REF: CML;00;2,000;79,00
28.01.2016;13:56;768;ALDEIA DA SERRA;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;1,000;54,00
28.01.2016;13:56;768;ALDEIA DA SERRA;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;2,000;79,00
28.01.2016;14:05;771;ALDEIA DA SERRA;267229;CAMISETA COLEGIAL F REF: MC FM;M;1,000;35,50
28.01.2016;14:05;771;ALDEIA DA SERRA;267230;CAMISETA COLEGIAL F REF: MC FM;G;1,000;35,50
28.01.2016;14:05;771;ALDEIA DA SERRA;316324;CALÇA MOL SEM FLAN F REF: CLMLF COL;M;1,000;84,00
28.01.2016;14:12;772;ALDEIA DA SERRA;337328;CALÇA SARJA M REF: CL SARJA;P;1,000;116,00
28.01.2016;14:12;772;ALDEIA DA SERRA;367228;CAMISETA COLEGIAL M REF: MC MASC;P;2,000;37,50
28.01.2016;14:22;773;ALDEIA DA SERRA;337331;CALÇA SARJA M REF: CL SARJA;GG;1,000;116,00
28.01.2016;14:22;773;ALDEIA DA SERRA;367231;CAMISETA COLEGIAL M REF: MC MASC;GG;2,000;37,50
28.01.2016;14:25;774;ALDEIA DA SERRA;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
28.01.2016;14:25;774;ALDEIA DA SERRA;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;2,000;35,50
28.01.2016;14:25;774;ALDEIA DA SERRA;307327;BERMUDA CICL COLEGIAL U SUP REF: BER COL SUP;PP;1,000;57,50
28.01.2016;14:25;774;ALDEIA DA SERRA;367228;CAMISETA COLEGIAL M REF: MC MASC;P;2,000;37,50
28.01.2016;14:32;775;VERBO DIVINO;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;1,000;54,00
28.01.2016;14:32;775;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;1,000;35,50
28.01.2016;14:32;775;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
28.01.2016;14:32;775;VERBO DIVINO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;1,000;51,00
28.01.2016;14:34;776;ALDEIA DA SERRA;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
28.01.2016;14:34;776;ALDEIA DA SERRA;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;2,000;35,50
28.01.2016;14:34;776;ALDEIA DA SERRA;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;2,000;79,00
28.01.2016;14:34;776;ALDEIA DA SERRA;93414;CALÇA MOL SEM FLAN M REF: CMLM1;12;1,000;79,00
28.01.2016;14:38;777;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;3,000;37,50
28.01.2016;14:46;779;VERBO DIVINO;106421;CALÇA MOL SEM FLAN M REF: CMLM2;14;2,000;84,00
28.01.2016;14:46;779;VERBO DIVINO;157427;BLUSÃO MOL CANG COM FLAN U REF: BL 2  FLAN;PP;1,000;115,00
28.01.2016;14:46;779;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;3,000;37,50
28.01.2016;14:46;778;ALDEIA DA SERRA;357228;JALECO U REF: JAL;P;1,000;54,00
28.01.2016;14:48;780;ALDEIA DA SERRA;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;3,000;35,50
28.01.2016;14:48;780;ALDEIA DA SERRA;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
28.01.2016;14:48;780;ALDEIA DA SERRA;247428;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;P;1,000;64,00
28.01.2016;14:48;780;ALDEIA DA SERRA;327328;CALÇA CORSÁRIO COLEGIAL U SUP REF: CL COL SUP;P;1,000;62,00
28.01.2016;14:48;780;ALDEIA DA SERRA;93413;CALÇA MOL SEM FLAN M REF: CMLM1;10;2,000;79,00
28.01.2016;14:52;781;VERBO DIVINO;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;2,000;54,00
28.01.2016;14:58;782;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;5,000;35,50
28.01.2016;14:58;782;VERBO DIVINO;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;2,000;64,00
28.01.2016;14:58;782;VERBO DIVINO;403414;CALÇA MOL SEM FLAN F REF: CMLF1;12;1,000;79,00
28.01.2016;15:01;783;VERBO DIVINO;11143;BERMUDA MOL SEM FLAN U REF: BER MOL 1;04;2,000;54,00
28.01.2016;15:01;783;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
28.01.2016;15:05;784;VERBO DIVINO;11147;BERMUDA MOL SEM FLAN U REF: BER MOL 1;12;1,000;54,00
28.01.2016;15:05;784;VERBO DIVINO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;4,000;35,50
28.01.2016;15:05;784;VERBO DIVINO;4127;CAMISETA 1/2 MALHA  ML U REF: ML;12;1,000;37,50
28.01.2016;15:05;784;VERBO DIVINO;67427;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;PP;1,000;113,00
28.01.2016;15:05;784;VERBO DIVINO;93414;CALÇA MOL SEM FLAN M REF: CMLM1;12;2,000;79,00
28.01.2016;15:13;785;VERBO DIVINO;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;1,000;64,00
28.01.2016;15:18;788;VERBO DIVINO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;2,000;54,00
28.01.2016;15:18;788;VERBO DIVINO;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;5,000;35,50
28.01.2016;15:18;788;VERBO DIVINO;73413;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;10;3,000;97,50
28.01.2016;15:18;788;VERBO DIVINO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;2,000;79,00
28.01.2016;15:42;789;ACLIMAÇÃO;11146;BERMUDA MOL SEM FLAN U REF: BER MOL 1;10;3,000;54,00
28.01.2016;15:42;789;ACLIMAÇÃO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;5,000;35,50
28.01.2016;15:42;789;ACLIMAÇÃO;4127;CAMISETA 1/2 MALHA  ML U REF: ML;12;1,000;37,50
28.01.2016;15:42;789;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
28.01.2016;15:49;790;ACLIMAÇÃO;67428;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;P;1,000;113,00
28.01.2016;15:59;792;ACLIMAÇÃO;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;1,000;54,00
28.01.2016;15:59;792;ACLIMAÇÃO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;1,000;35,50
28.01.2016;16:13;794;ACLIMAÇÃO;11147;BERMUDA MOL SEM FLAN U REF: BER MOL 1;12;1,000;54,00
28.01.2016;16:13;794;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
28.01.2016;16:18;796;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;3,000;35,50
28.01.2016;16:31;798;VERBO DIVINO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;3,000;54,00
28.01.2016;16:31;798;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;2,000;35,50
28.01.2016;16:31;798;VERBO DIVINO;127428;BERMUDA MOL SEM FLAN U REF: BER MOL 2;P;3,000;59,00
28.01.2016;16:31;798;VERBO DIVINO;143412;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;08;1,000;102,00
28.01.2016;16:31;798;VERBO DIVINO;157429;BLUSÃO MOL CANG COM FLAN U REF: BL 2  FLAN;M;1,000;115,00
28.01.2016;16:31;798;VERBO DIVINO;173412;CALÇA MOL COM FLAN M REF: CMFM1;08;1,000;89,00
28.01.2016;16:31;798;VERBO DIVINO;186422;CALÇA MOL COM FLAN M REF: CMFM2;PP;1,000;99,00
28.01.2016;16:31;798;VERBO DIVINO;27228;CAMISETA 1/2 MALHA MC U REF: MC2;P;3,000;37,50
29.01.2016;07:23;800;VERBO DIVINO;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;3,000;54,00
29.01.2016;07:23;800;VERBO DIVINO;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;3,000;35,50
29.01.2016;07:23;800;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
29.01.2016;07:23;800;VERBO DIVINO;254417;SHORTS SAIA F REF: SH SAIA;06;2,000;55,00
29.01.2016;07:26;801;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;4,000;35,50
29.01.2016;07:26;801;VERBO DIVINO;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
29.01.2016;07:26;801;VERBO DIVINO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;2,000;51,00
29.01.2016;07:26;801;VERBO DIVINO;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;2,000;64,00
29.01.2016;07:26;801;VERBO DIVINO;267227;CAMISETA COLEGIAL F REF: MC FM;PP;3,000;35,50
29.01.2016;07:26;801;VERBO DIVINO;287329;BLUSÃO COL SEM FLAN U ZIPER REF: BLCL;M;1,000;111,00
29.01.2016;07:26;801;VERBO DIVINO;337328;CALÇA SARJA M REF: CL SARJA;P;1,000;116,00
29.01.2016;07:26;801;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;2,000;96,50
29.01.2016;07:35;802;VERBO DIVINO;106421;CALÇA MOL SEM FLAN M REF: CMLM2;14;2,000;84,00
29.01.2016;07:35;802;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;4,000;37,50
29.01.2016;08:15;803;VERBO DIVINO;337328;CALÇA SARJA M REF: CL SARJA;P;1,000;116,00
29.01.2016;08:15;803;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;1,000;96,50
29.01.2016;08:15;803;VERBO DIVINO;367230;CAMISETA COLEGIAL M REF: MC MASC;G;1,000;37,50
29.01.2016;08:18;804;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
29.01.2016;08:18;804;VERBO DIVINO;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;2,000;51,00
29.01.2016;08:33;805;VERBO DIVINO;127427;BERMUDA MOL SEM FLAN U REF: BER MOL 2;PP;4,000;59,00
29.01.2016;08:33;805;VERBO DIVINO;186422;CALÇA MOL COM FLAN M REF: CMFM2;PP;5,000;99,00
29.01.2016;08:33;805;VERBO DIVINO;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;1,000;64,00
29.01.2016;08:39;806;VERBO DIVINO;347327;BERMUDA SARJA M REF: BER SARJA;PP;2,000;96,50
29.01.2016;08:39;806;VERBO DIVINO;347328;BERMUDA SARJA M REF: BER SARJA;P;2,000;96,50
29.01.2016;08:39;806;VERBO DIVINO;367230;CAMISETA COLEGIAL M REF: MC MASC;G;5,000;37,50
29.01.2016;09:01;807;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
29.01.2016;09:01;807;VERBO DIVINO;143414;BLUSÃO MOL CANG COM FLAN U REF: BL 1 FLAN;12;1,000;102,00
29.01.2016;09:01;807;VERBO DIVINO;157427;BLUSÃO MOL CANG COM FLAN U REF: BL 2  FLAN;PP;1,000;115,00
29.01.2016;09:01;807;VERBO DIVINO;198436;BERMUDA CICL COTTON U REF: BER COTTON;06;2,000;51,00
29.01.2016;09:01;807;VERBO DIVINO;228436;CALÇA FUSEAU CORSÁRIO U REF: CL COR;06;2,000;59,00
29.01.2016;09:01;807;VERBO DIVINO;416421;CALÇA MOL SEM FLAN F REF: CMLF2;14;2,000;84,00
29.01.2016;09:07;808;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
29.01.2016;09:07;808;VERBO DIVINO;254418;SHORTS SAIA F REF: SH SAIA;08;1,000;55,00
29.01.2016;09:13;809;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
29.01.2016;09:13;809;VERBO DIVINO;254418;SHORTS SAIA F REF: SH SAIA;08;1,000;55,00
29.01.2016;09:13;809;VERBO DIVINO;93413;CALÇA MOL SEM FLAN M REF: CMLM1;10;1,000;79,00
29.01.2016;09:16;810;ACLIMAÇÃO;106421;CALÇA MOL SEM FLAN M REF: CMLM2;14;1,000;84,00
29.01.2016;09:16;810;ACLIMAÇÃO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;1,000;35,50
29.01.2016;09:16;810;ACLIMAÇÃO;205420;BERMUDA CICL SUPLEX U REF: BER SUP1;12;1,000;51,00
29.01.2016;09:16;810;ACLIMAÇÃO;247427;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;PP;2,000;64,00
29.01.2016;09:16;810;ACLIMAÇÃO;3126;REGATA 1/2 MALHA U REF: REG;10;1,000;26,50
29.01.2016;09:16;810;ACLIMAÇÃO;73414;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;12;1,000;97,50
29.01.2016;09:21;811;ALDEIA DA SERRA;11144;BERMUDA MOL SEM FLAN U REF: BER MOL 1;06;2,000;54,00
29.01.2016;09:21;811;ALDEIA DA SERRA;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;2,000;35,50
29.01.2016;09:21;811;ALDEIA DA SERRA;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;1,000;97,50
29.01.2016;09:21;811;ALDEIA DA SERRA;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;1,000;79,00
29.01.2016;09:25;813;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
29.01.2016;09:25;813;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
29.01.2016;09:25;813;VERBO DIVINO;4124;CAMISETA 1/2 MALHA  ML U REF: ML;06;2,000;37,50
29.01.2016;09:25;813;VERBO DIVINO;8250;CALÇA MOL SEM FLAN U UNISSEX REF: CML;04;2,000;79,00
29.01.2016;09:31;815;VERBO DIVINO;11141;BERMUDA MOL SEM FLAN U REF: BER MOL 1;00;1,000;54,00
29.01.2016;09:31;815;VERBO DIVINO;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;1,000;79,00
29.01.2016;09:32;816;ALDEIA DA SERRA;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;3,000;35,50
29.01.2016;09:32;816;ALDEIA DA SERRA;1125;CAMISETA 1/2 MALHA MC U REF. MC1;08;3,000;35,50
29.01.2016;09:32;816;ALDEIA DA SERRA;198435;BERMUDA CICL COTTON U REF: BER COTTON;04;1,000;51,00
29.01.2016;09:32;816;ALDEIA DA SERRA;198437;BERMUDA CICL COTTON U REF: BER COTTON;08;1,000;51,00
29.01.2016;09:32;816;ALDEIA DA SERRA;228435;CALÇA FUSEAU CORSÁRIO U REF: CL COR;04;3,000;59,00
29.01.2016;09:32;816;ALDEIA DA SERRA;228437;CALÇA FUSEAU CORSÁRIO U REF: CL COR;08;3,000;59,00
29.01.2016;09:32;816;ALDEIA DA SERRA;4123;CAMISETA 1/2 MALHA  ML U REF: ML;04;2,000;37,50
29.01.2016;09:32;816;ALDEIA DA SERRA;4125;CAMISETA 1/2 MALHA  ML U REF: ML;08;2,000;37,50
29.01.2016;09:32;816;ALDEIA DA SERRA;5250;BLUSÃO MOL FECH S/ FLAN U REF: BL LISO;04;1,000;75,00
29.01.2016;09:32;816;ALDEIA DA SERRA;73412;BLUSÃO MOL CANGURU SEM FLAN U REF: BL 1 LISO;08;1,000;97,50
29.01.2016;09:32;816;ALDEIA DA SERRA;8249;CALÇA MOL SEM FLAN U UNISSEX REF: CML;02;1,000;79,00
29.01.2016;09:32;816;ALDEIA DA SERRA;8251;CALÇA MOL SEM FLAN U UNISSEX REF: CML;06;1,000;79,00
29.01.2016;09:39;817;VERBO DIVINO;347327;BERMUDA SARJA M REF: BER SARJA;PP;1,000;96,50
29.01.2016;09:39;817;VERBO DIVINO;367227;CAMISETA COLEGIAL M REF: MC MASC;PP;2,000;37,50
29.01.2016;09:43;818;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;3,000;35,50
29.01.2016;09:56;819;VERBO DIVINO;11144;BERMUDA MOL SEM FLAN U REF: BER MOL 1;06;2,000;54,00
29.01.2016;09:56;819;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;4,000;35,50
29.01.2016;09:56;819;VERBO DIVINO;127429;BERMUDA MOL SEM FLAN U REF: BER MOL 2;M;2,000;59,00
29.01.2016;09:56;819;VERBO DIVINO;27229;CAMISETA 1/2 MALHA MC U REF: MC2;M;4,000;37,50
29.01.2016;10:02;821;VERBO DIVINO;11142;BERMUDA MOL SEM FLAN U REF: BER MOL 1;02;2,000;54,00
29.01.2016;10:02;821;VERBO DIVINO;11145;BERMUDA MOL SEM FLAN U REF: BER MOL 1;08;1,000;54,00
29.01.2016;10:02;821;VERBO DIVINO;11146;BERMUDA MOL SEM FLAN U REF: BER MOL 1;10;1,000;54,00
29.01.2016;10:02;821;VERBO DIVINO;1122;CAMISETA 1/2 MALHA MC U REF. MC1;02;3,000;35,50
29.01.2016;10:02;821;VERBO DIVINO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
29.01.2016;10:07;823;VERBO DIVINO;1127;CAMISETA 1/2 MALHA MC U REF. MC1;12;3,000;35,50
29.01.2016;10:07;823;VERBO DIVINO;205419;BERMUDA CICL SUPLEX U REF: BER SUP1;10;2,000;51,00
29.01.2016;10:07;823;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;3,000;37,50
29.01.2016;10:10;824;VERBO DIVINO;11141;BERMUDA MOL SEM FLAN U REF: BER MOL 1;00;2,000;54,00
29.01.2016;10:10;824;VERBO DIVINO;1121;CAMISETA 1/2 MALHA MC U REF. MC1;00;3,000;35,50
29.01.2016;10:10;824;VERBO DIVINO;3121;REGATA 1/2 MALHA U REF: REG;00;1,000;26,50
29.01.2016;10:10;824;VERBO DIVINO;8248;CALÇA MOL SEM FLAN U UNISSEX REF: CML;00;1,000;79,00
29.01.2016;10:16;825;ALDEIA DA SERRA;267230;CAMISETA COLEGIAL F REF: MC FM;G;2,000;35,50
29.01.2016;10:16;825;ALDEIA DA SERRA;327328;CALÇA CORSÁRIO COLEGIAL U SUP REF: CL COL SUP;P;1,000;62,00
29.01.2016;10:25;826;VERBO DIVINO;1123;CAMISETA 1/2 MALHA MC U REF. MC1;04;2,000;35,50
29.01.2016;10:26;827;VERBO DIVINO;217428;BERMUDA CICL SUPLEX U REF: BER SUP2;P;2,000;57,50
29.01.2016;10:26;827;VERBO DIVINO;27227;CAMISETA 1/2 MALHA MC U REF: MC2;PP;3,000;37,50
29.01.2016;10:26;827;VERBO DIVINO;416423;CALÇA MOL SEM FLAN F REF: CMLF2;P;2,000;84,00
29.01.2016;10:26;827;VERBO DIVINO;67427;BLUSÃO MOL CANG SEM FLAN U REF: BL 2 LISO;PP;1,000;113,00
29.01.2016;10:41;828;VERBO DIVINO;1124;CAMISETA 1/2 MALHA MC U REF. MC1;06;2,000;35,50
29.01.2016;10:41;828;VERBO DIVINO;254417;SHORTS SAIA F REF: SH SAIA;06;2,000;55,00
29.01.2016;10:43;831;VERBO DIVINO;1126;CAMISETA 1/2 MALHA MC U REF. MC1;10;2,000;35,50
29.01.2016;10:43;831;VERBO DIVINO;173412;CALÇA MOL COM FLAN M REF: CMFM1;08;1,000;89,00
29.01.2016;10:43;831;VERBO DIVINO;4126;CAMISETA 1/2 MALHA  ML U REF: ML;10;1,000;37,50
29.01.2016;10:43;831;VERBO DIVINO;93412;CALÇA MOL SEM FLAN M REF: CMLM1;08;1,000;79,00
29.01.2016;10:54;833;VERBO DIVINO;247429;CALÇA FUSEAU CORSÁRIO U SUP REF: CL SUP2;M;1,000;64,00
29.01.2016;10:54;833;VERBO DIVINO;27229;CAMISETA 1/2 MALHA MC U REF: MC2;M;1,000;37,50
29.01.2016;10:56;834;VERBO DIVINO;11147;BERMUDA MOL SEM FLAN U REF: BER MOL 1;12;1,000;54,00
